Nr      tilename      min_lat      max_lat      min_lon      max_lon
14560      N75W105_full      75.001      75.999      -104.999      -104.001
14561      N75W106_full      75.001      75.999      -105.999      -105.001
14562      N75W107_full      75.001      75.999      -106.999      -106.001
14563      N75W108_full      75.001      75.999      -107.999      -107.001
14564      N75W109_full      75.001      75.999      -108.999      -108.001
14565      N75W110_full      75.001      75.999      -109.999      -109.001
14566      N75W111_full      75.001      75.999      -110.999      -110.001
14567      N75W112_full      75.001      75.999      -111.999      -111.001
14568      N75W113_full      75.001      75.999      -112.999      -112.001
14569      N75W114_full      75.001      75.999      -113.999      -113.001
14570      N75W115_full      75.001      75.999      -114.999      -114.001
14571      N75W116_full      75.001      75.999      -115.999      -115.001
14572      N75W117_full      75.001      75.999      -116.999      -116.001
14573      N75W118_full      75.001      75.999      -117.999      -117.001
14574      N75W119_full      75.001      75.999      -118.999      -118.001
14575      N75W120_full      75.001      75.999      -119.999      -119.001
14576      N76W091_full      76.001      76.999      -90.999      -90.001
14577      N76W092_full      76.001      76.999      -91.999      -91.001
14578      N76W093_full      76.001      76.999      -92.999      -92.001
14579      N76W094_full      76.001      76.999      -93.999      -93.001
14580      N76W095_full      76.001      76.999      -94.999      -94.001
14581      N76W096_full      76.001      76.999      -95.999      -95.001
14582      N76W097_full      76.001      76.999      -96.999      -96.001
14583      N76W098_full      76.001      76.999      -97.999      -97.001
14584      N76W099_full      76.001      76.999      -98.999      -98.001
14585      N76W100_full      76.001      76.999      -99.999      -99.001
14586      N76W101_full      76.001      76.999      -100.999      -100.001
14587      N76W102_full      76.001      76.999      -101.999      -101.001
14588      N76W103_full      76.001      76.999      -102.999      -102.001
14589      N76W104_full      76.001      76.999      -103.999      -103.001
14590      N76W105_full      76.001      76.999      -104.999      -104.001
14591      N76W106_full      76.001      76.999      -105.999      -105.001
14592      N76W107_full      76.001      76.999      -106.999      -106.001
14593      N76W108_full      76.001      76.999      -107.999      -107.001
14594      N76W109_full      76.001      76.999      -108.999      -108.001
14595      N76W110_full      76.001      76.999      -109.999      -109.001
14596      N76W111_full      76.001      76.999      -110.999      -110.001
14597      N76W112_full      76.001      76.999      -111.999      -111.001
14598      N76W113_full      76.001      76.999      -112.999      -112.001
14599      N76W114_full      76.001      76.999      -113.999      -113.001
14600      N76W115_full      76.001      76.999      -114.999      -114.001
14601      N76W116_full      76.001      76.999      -115.999      -115.001
14602      N76W117_full      76.001      76.999      -116.999      -116.001
14603      N76W118_full      76.001      76.999      -117.999      -117.001
14604      N76W119_full      76.001      76.999      -118.999      -118.001
14605      N76W120_full      76.001      76.999      -119.999      -119.001
14606      N77W091_full      77.001      77.999      -90.999      -90.001
14607      N77W092_full      77.001      77.999      -91.999      -91.001
14608      N77W094_full      77.001      77.999      -93.999      -93.001
14609      N77W095_full      77.001      77.999      -94.999      -94.001
14610      N77W096_full      77.001      77.999      -95.999      -95.001
14611      N77W097_full      77.001      77.999      -96.999      -96.001
14612      N77W098_full      77.001      77.999      -97.999      -97.001
14613      N77W100_full      77.001      77.999      -99.999      -99.001
14614      N77W101_full      77.001      77.999      -100.999      -100.001
14615      N77W102_full      77.001      77.999      -101.999      -101.001
14616      N77W103_full      77.001      77.999      -102.999      -102.001
14617      N77W104_full      77.001      77.999      -103.999      -103.001
14618      N77W105_full      77.001      77.999      -104.999      -104.001
14619      N77W106_full      77.001      77.999      -105.999      -105.001
14620      N77W107_full      77.001      77.999      -106.999      -106.001
14621      N77W110_full      77.001      77.999      -109.999      -109.001
14622      N77W111_full      77.001      77.999      -110.999      -110.001
14623      N77W112_full      77.001      77.999      -111.999      -111.001
14624      N77W113_full      77.001      77.999      -112.999      -112.001
14625      N77W114_full      77.001      77.999      -113.999      -113.001
14626      N77W115_full      77.001      77.999      -114.999      -114.001
14627      N77W116_full      77.001      77.999      -115.999      -115.001
14628      N77W117_full      77.001      77.999      -116.999      -116.001
14629      N77W118_full      77.001      77.999      -117.999      -117.001
14630      N77W119_full      77.001      77.999      -118.999      -118.001
14631      N77W120_full      77.001      77.999      -119.999      -119.001
14632      N78W091_full      78.001      78.999      -90.999      -90.001
14633      N78W092_full      78.001      78.999      -91.999      -91.001
14634      N78W093_full      78.001      78.999      -92.999      -92.001
14635      N78W094_full      78.001      78.999      -93.999      -93.001
14636      N78W095_full      78.001      78.999      -94.999      -94.001
14637      N78W096_full      78.001      78.999      -95.999      -95.001
14638      N78W097_full      78.001      78.999      -96.999      -96.001
14639      N78W098_full      78.001      78.999      -97.999      -97.001
14640      N78W099_full      78.001      78.999      -98.999      -98.001
14641      N78W100_full      78.001      78.999      -99.999      -99.001
14642      N78W101_full      78.001      78.999      -100.999      -100.001
14643      N78W102_full      78.001      78.999      -101.999      -101.001
14644      N78W103_full      78.001      78.999      -102.999      -102.001
14645      N78W104_full      78.001      78.999      -103.999      -103.001
14646      N78W105_full      78.001      78.999      -104.999      -104.001
14647      N78W106_full      78.001      78.999      -105.999      -105.001
14648      N78W110_full      78.001      78.999      -109.999      -109.001
14649      N78W111_full      78.001      78.999      -110.999      -110.001
14650      N78W112_full      78.001      78.999      -111.999      -111.001
14651      N78W113_full      78.001      78.999      -112.999      -112.001
14652      N78W114_full      78.001      78.999      -113.999      -113.001
14653      N78W115_full      78.001      78.999      -114.999      -114.001
14654      N78W116_full      78.001      78.999      -115.999      -115.001
14655      N79W091_full      79.001      79.999      -90.999      -90.001
14656      N79W092_full      79.001      79.999      -91.999      -91.001
14657      N79W093_full      79.001      79.999      -92.999      -92.001
14658      N79W094_full      79.001      79.999      -93.999      -93.001
14659      N79W095_full      79.001      79.999      -94.999      -94.001
